Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level,Employee_ID_Custom,resultado_capacitacion_pci
4085.094115658141,Finance,Non-binary,42.716493123144225,Master's Degree,Analyst,4228.125184404651,28.684420039218423,3.0604061634255597,3.965205649521278,4.152474491437194,2.9753971951287346,43.19322212257952,9.095341090946828,3.2347539245812826,No,No,Married,6.071980078758631,-0.02176465031052224,4444,92
4318.694464905801,Finance,Male,31.381726714709735,Associate's Degree,Executive,3708.263927486657,14.944983939446201,10.983612761475356,0.9334460168160692,1.0096096400401402,1.8968616987815268,29.759889071852186,2.132988703659629,31.05043284941948,Yes,Yes,Single,1.7401139936546963,0.9306363265297444,4445,92
1345.4574714342282,Sales,Male,51.09935271544818,High School,Team Lead,9493.876519026227,33.27086993749926,10.798857212027292,5.010547260065278,4.123138356665538,1.904561113774793,5.691313996791773,1.8503082436464533,2.6256122223357328,Yes,No,Single,6.99660532204667,0.9240258575463914,4446,85
2581.747709226453,IT,Non-binary,19.808956092740264,Associate's Degree,Intern,1495.4298407266442,-0.5105811288379647,-0.09683234704107453,1.0090101982984687,3.9849775576256254,2.022400368169614,-1.654264794655668,0.08953338370014038,23.17758109134882,Yes,Yes,Single,1.0535780202667056,-0.033769702537897545,4447,95
4096.012383839488,Sales,Female,46.48838480000622,PhD,Team Lead,9170.627592478475,5.333310487521371,14.454678146421283,5.009395078062285,3.9326812351624065,0.9805818014330445,7.8899031495819,11.76522613646468,6.727811322861009,No,No,Married,3.1341160339325387,2.950579377337065,4448,85
3857.488225760063,HR,Prefer not to say,19.177241871586105,High School,Intern,1032.8545835447626,-0.23397075107623083,-0.03747155554740564,4.9470472398811856,4.036951132236126,2.9791733707369956,0.29015426869168853,-0.020491285675721213,27.349656529422187,Yes,Yes,Single,1.071008141128244,-0.024518176296672075,4449,96
3010.7317333339956,HR,Prefer not to say,35.733059408461436,Bachelor's Degree,Executive,3737.0060092254544,11.374426625497959,4.930718323438791,3.965355072927447,2.9497215603257825,5.035148949865844,91.68022236189488,0.9630948998224114,32.85081956131476,Yes,No,Single,5.12849556476821,1.957411873505168,4450,92
1219.9651303418336,Sales,Male,43.151716379155445,Master's Degree,Manager,11647.116111942796,11.442241537385305,0.8976433801396797,5.045757549904469,5.036852241418078,2.118065005775621,61.71155563048732,9.994131417133316,8.618323978291096,No,No,Widowed,1.7221544570108431,3.072514915300965,4451,76
3011.556350895004,Finance,Male,17.522469289868567,Associate's Degree,Intern,1037.6176379632532,-1.6309426857407912,-0.29156897857726466,3.9145362976392186,2.0030577723981167,1.947490043926297,-0.6879031276354484,0.26621181684410944,25.992642387170616,Yes,Yes,Single,1.0855130351448845,-0.04100082536043003,4452,96
3088.237245252554,Finance,Male,47.06032993167419,Master's Degree,Team Lead,8079.837419242,10.630183690704502,4.716839751132288,3.029746022857157,0.9213199922016262,2.92814288023957,27.79883202104135,6.136804669193709,32.54589343783161,Yes,No,Divorced,4.989797082428699,0.012576330229239615,4453,86
3677.153455577899,Marketing,Prefer not to say,56.811983336564566,Master's Degree,Manager,8392.70717927872,10.470919878221869,5.08505011822783,3.0328942906674246,0.9524661636879526,1.0445629358693116,42.69087876209496,10.29788827782628,28.696645334850988,Yes,No,Married,5.1203561763830985,3.0153163876735865,4454,86
1926.5776124920217,Finance,Female,33.29723027730914,PhD,Analyst,4168.129632540513,4.0182524107406365,8.907128483990695,2.0007593768342553,2.037071442395168,1.9887103085199098,33.34363460496296,11.684502104772129,5.7804409798001455,No,No,Widowed,3.939475881313261,1.9356988555747567,4455,92
3166.687841478188,Finance,Non-binary,48.08715587366879,Associate's Degree,Analyst,3868.913400407195,38.6868014980274,10.44683700940121,2.9973179373168497,0.9676159151234401,0.8569151885390727,88.18010699158086,6.781165530661423,20.54160926356983,Yes,Yes,Married,3.0544625699770207,-0.0014493050733828485,4456,92
3281.8519050761424,HR,Non-binary,48.07061043058358,Associate's Degree,Analyst,3441.9418365954134,2.3324672468758787,12.853418444951263,3.017402353468739,3.8939520929129783,2.042853100503694,43.18067714909293,10.96831015091022,3.2241176529402287,No,Yes,Widowed,0.9033335160404946,0.9194663267653362,4457,93
4337.999191620771,Finance,Non-binary,52.4082332601032,Associate's Degree,Manager,9851.276220548976,1.8133988731073536,3.593645812090674,1.0418777906110381,4.009842133071067,3.043069720385831,58.59358136102029,11.245648708361115,15.74835053001281,No,No,Married,3.9586726204368277,2.903569350186849,4458,83
2718.8132055197907,HR,Female,49.85801602960983,Associate's Degree,Analyst,3850.1204810449226,9.786565756845452,2.616428521186746,1.9708223326941154,0.9861795171254952,5.024745313941887,86.80228752338684,14.412553198334736,44.864476169725556,Yes,No,Divorced,8.062089242353922,0.9822728477549247,4459,92
1499.7190679847702,Sales,Prefer not to say,33.51748033337448,Associate's Degree,Executive,3192.0629667895587,0.14675666430031764,1.3424476350575312,1.1435383420027998,1.0904336827319194,4.019063640643384,22.42940859679794,4.084641785859156,43.81024679508458,No,No,Married,5.899348233680398,1.9008100315324643,4460,93
2994.170270547806,Marketing,Non-binary,36.20741041142288,High School,Manager,10189.747928299943,8.280858362049932,8.873769980839853,3.9632853405138073,1.8960500227727368,4.898810768465482,3.54631507224135,11.029698066397984,24.074463326651195,Yes,Yes,Single,3.150656899267692,0.02039557830588355,4461,82
2864.8797720206767,IT,Prefer not to say,30.17902552281346,Bachelor's Degree,Analyst,2327.1721465643373,35.03894629291618,1.3270163290558787,1.9950311158063299,1.973386031623502,2.9228116637700627,99.13625168714651,1.539215633539866,17.24576000533585,No,No,Married,2.120526044447749,1.9570510379040587,4462,94
1439.9138049748394,Sales,Male,27.224262837072505,Associate's Degree,Analyst,2988.514067721207,36.54528451063569,0.32523387958911976,0.977120910817545,1.0997618606969877,2.0326939592934536,25.824477565610167,4.952749875639948,38.236877393003724,No,No,Married,2.9529368948939156,0.006274786204176314,4463,93
4065.980868623116,IT,Prefer not to say,22.38579489131221,Associate's Degree,Executive,4098.310681284541,4.5030636105686135,14.33181664004576,3.0403791154095368,2.87965997930217,1.9334243016306742,0.30668807375939616,6.522585540217971,0.7578762909990238,No,Yes,Married,6.997969880182942,0.9963457474746972,4464,92
4057.9860968549347,Finance,Non-binary,59.125341062398284,Master's Degree,Team Lead,9998.84396757303,17.846004588740314,17.54554403974877,4.9755936392306,2.001309757840261,4.978052735457775,67.55703594758435,11.169711146373771,7.2594619812345815,No,Yes,Married,6.896121206868382,3.0824457482369967,4465,83
3993.8507563268,HR,Non-binary,51.620423436511246,Bachelor's Degree,Team Lead,5546.259636221243,24.864228052556914,0.959591985570831,1.1467711882556584,2.0708529522793193,1.0457729024320335,16.196320647546493,9.56779329136241,9.457534720442023,No,No,Single,9.034810161856685,0.9747660932639362,4466,90
4057.589999763999,IT,Male,44.51166300452731,Associate's Degree,Manager,9772.656572594999,8.085258270750723,12.162309319483306,3.011766964710715,1.06350498892396,2.9977984105516016,57.572130977580315,1.1433639380361134,28.87036216478206,Yes,No,Divorced,8.86431659884718,3.03596326942566,4467,83
2963.125750767307,Marketing,Male,23.352021051451814,Associate's Degree,Intern,1201.1623314316994,0.07145575914674634,0.18056510620728558,0.98188139649812,5.045879904625122,2.9042879206429277,-0.9790015822338858,0.24435104684147432,6.08981687408306,No,Yes,Single,1.1598008586229074,-0.0017524070545742267,4468,96
1544.4952625467304,Marketing,Male,45.87819266371455,Bachelor's Degree,Analyst,4586.939152606977,38.15346766866112,8.149751070054972,2.0790513150422436,3.0683922249415816,4.933876105031237,59.657335699663825,13.896800580991709,6.331127693856,No,No,Widowed,0.9254606264133213,2.0128561655185413,4469,91
2446.5077049393917,Finance,Female,25.97426484805249,High School,Executive,4256.009293760616,1.162440104593807,0.7119483379902039,1.9794123991416426,2.0371346062226605,5.131610078581662,42.316140771782564,10.801249637986059,43.56620554360892,Yes,No,Married,8.885706571070738,2.954841649906676,4470,91
4271.9033003124105,IT,Female,58.35579943410912,High School,Manager,11167.175119429428,7.613702666348241,11.724503735850098,4.995403044335929,0.9975684288668704,0.9629679664138222,17.193644971559355,9.49795862863626,1.0529850130299905,No,Yes,Single,7.856599350498527,3.0513942779681975,4471,80
1993.688887023376,HR,Female,36.74911731208916,Associate's Degree,Manager,11088.01896904846,16.193487748115643,8.794532698348828,4.89933426807864,3.9089202489169987,5.012311759290252,27.241547596592184,3.1319066756343505,1.6279075373915204,No,Yes,Single,1.9454388242804048,1.0793202968924247,4472,80
3929.8917172638976,IT,Female,25.02906646060673,Master's Degree,Team Lead,8070.248199668642,0.09490805370359978,6.040181254629043,3.018290253753273,4.988896826481819,2.173983443676184,88.41074557216346,2.997648978572634,8.919776983496089,Yes,Yes,Widowed,4.239874798286945,2.9310557406269235,4473,86
1352.8499775146322,HR,Non-binary,56.808329476621985,PhD,Manager,7636.149737912186,31.129662258080653,10.178418989508177,3.015790073196506,5.023814800346642,5.006029706114503,82.39199663264819,0.0675774783069838,48.352156559050464,Yes,Yes,Married,6.828306784688421,2.0913423515836733,4474,87
2522.364587851596,Marketing,Female,41.24034471442152,Master's Degree,Manager,7678.7100689788,22.57925096422028,16.394526026575406,1.0274833764499252,3.9056224059163815,3.986079992587842,37.49902113144762,12.866571251306944,47.30940638900758,No,No,Single,6.2260539123396885,-0.0863385051186448,4475,87
3444.7515602001554,Finance,Non-binary,21.73499450981802,Master's Degree,Intern,1157.9002700732015,-0.3139808864856619,0.0940320858073784,2.044658582406698,1.044708515242689,5.070394876473777,-1.2291360910124738,0.40620150355701806,45.34239541464716,No,No,Single,0.804044942532944,0.04733418897843823,4476,95
1687.6205542057016,IT,Prefer not to say,52.91065026337054,Associate's Degree,Team Lead,7599.418175531809,30.619827072419064,15.586322024411755,2.9462240221242846,3.147241874240511,4.977978362123625,61.09852288373034,9.429904106985953,47.15574611714252,No,Yes,Single,8.748671569495118,-0.07694256387192282,4477,87
1945.0764263792094,Marketing,Prefer not to say,19.699819244395197,Master's Degree,Intern,998.2796214994162,1.1519736186452258,-0.13700406234601725,5.015303308023794,2.030293309466497,1.0781309217905073,-3.6690324477527865,-0.3250474787464467,45.421844865153304,No,Yes,Single,1.084670171560158,-0.029282397773356547,4478,96
3595.8748045696007,Sales,Prefer not to say,55.57693161669658,Master's Degree,Team Lead,8334.762895053933,23.834636217841165,4.287989051346765,4.990719439895221,3.116052874758295,0.9995932080784581,54.570995266321745,6.414918099459548,38.18965831216732,No,Yes,Married,2.035834366829366,0.07386466217702668,4479,86
1207.4391263971092,HR,Female,57.78002731627295,Associate's Degree,Team Lead,7750.817658609723,15.856921602344778,6.084518578053918,4.022576959834653,4.952794409442208,3.950317347456682,49.36542121142148,3.0442281373377704,22.245895269868356,No,Yes,Divorced,1.956072605263106,1.8927520003742595,4480,87
2464.1832602194395,Sales,Non-binary,33.78139496431099,High School,Manager,8057.29910355943,36.858632320676534,11.22906163431641,0.944628663545623,1.9912174554430075,1.0522733675100973,44.44584080776066,10.66644637224775,30.088350569835793,No,Yes,Married,8.893956772703824,1.8779737155471592,4481,87
2926.089644544963,HR,Prefer not to say,41.615498368622994,Master's Degree,Team Lead,6837.3844378022095,11.361166452530817,1.7516465539147805,2.9638925759487997,3.0011821608679057,4.099838997122118,63.49865422783022,9.913336863110445,16.064921544531334,Yes,Yes,Divorced,4.033593804616757,2.0139178469501697,4482,88
1304.3630701734983,Finance,Non-binary,37.058720431382156,High School,Analyst,4759.37043176624,33.81685771529467,14.772724414307936,5.08401687805609,3.961811372399819,4.113667257936074,79.64861473357982,13.142879067843625,17.50486937680851,Yes,Yes,Divorced,1.092398905163012,2.9565483416454206,4483,91
3089.004901798843,Sales,Female,57.72888330324468,Bachelor's Degree,Team Lead,5925.277265150107,17.831985207120525,6.1781374602556465,3.1544260731981004,2.1131404662202944,4.030359619043209,69.12353067652903,1.2254533869532682,27.09609853124597,No,No,Widowed,1.0364689709045962,2.936282432835534,4484,89
3993.8316292390327,Finance,Non-binary,51.532628773301724,Master's Degree,Manager,9707.649053388795,35.685181249573624,-0.624975754361174,1.9893644646417539,3.0888288757803344,4.933340515205573,53.73976053373343,7.930796034049811,31.965838042223098,No,Yes,Married,6.84862092404727,0.9932966883776825,4485,83
3332.7113766189664,IT,Non-binary,59.86382208047021,Associate's Degree,Analyst,4331.223631073352,8.612377242743097,12.745351192145424,2.967819008746401,1.9521555417904506,4.833794348185604,27.614839616163707,4.168689105752141,6.160159631882472,No,No,Single,3.0868592575423737,0.06794306313826072,4486,92
1655.1635260522855,HR,Non-binary,56.29554321117958,PhD,Executive,3479.5282175374023,36.43761025294467,0.40812892624582947,1.9750990484074653,3.896517300672687,3.056271394403209,88.38060045221641,10.803307116094647,10.195773875190316,No,Yes,Single,0.836793524571249,0.04400674117481901,4487,93
2631.096555788808,Finance,Prefer not to say,28.68791889270458,Associate's Degree,Team Lead,7762.726839058034,19.441758053418873,15.132791069792814,1.0264960948127582,1.9881283121902356,4.9448255061163575,12.149623841487829,3.0940958253033113,23.541122057891865,Yes,Yes,Widowed,4.074978583196382,0.9431820694190016,4488,87
2091.047454433742,HR,Female,42.67039559912004,PhD,Executive,3940.7470488987356,19.81589095526778,12.056472991873584,0.9783431563311253,3.009514068496101,0.9458795660297135,19.219021242596444,0.08478360559270072,46.39271773753783,Yes,No,Married,4.149776946740464,2.992043692588718,4489,92
2351.6147596623027,HR,Female,58.449238264653026,PhD,Team Lead,7422.090895912918,30.781909063908586,3.04842435114788,2.0623423402707672,4.946153186331194,4.019089844432334,96.92525999214195,13.373527698899068,20.12857854359753,Yes,Yes,Divorced,2.023437915453899,1.087194959541668,4490,88
4253.6677555068345,Sales,Female,17.50858108247941,Master's Degree,Intern,1030.5102595965423,-0.5797935794318978,-0.047488963264876435,4.919399523839716,0.9518004514165814,1.8913999387016942,1.5001282154713578,0.3207281646317115,46.791331117545404,Yes,No,Single,0.9542608620692997,-0.020039405423795734,4491,96
1394.411114123103,Marketing,Non-binary,55.46178911764359,Associate's Degree,Team Lead,10102.901007902643,13.075480913833271,19.02106394055865,5.19686813265885,3.93984733001105,2.1041415638968934,38.94884780924664,-0.17646436994851364,33.97286760544516,No,No,Divorced,1.734362806798396,1.0259850368618235,4492,82
3604.1184568555427,Finance,Non-binary,42.881566278503804,High School,Executive,4376.579042156906,24.22853884015939,3.157300012319639,3.9389171142672024,3.918844395774928,3.0604782340861405,95.62817678733134,5.904190142182111,29.8284682630432,Yes,No,Single,2.9204059385369385,0.9248029434763347,4493,91
3967.027697238567,HR,Prefer not to say,58.74334806801418,Associate's Degree,Executive,4681.525908526216,15.567265537464598,15.542885544104594,4.94317631755896,3.036751253825137,3.993531505215406,24.216903363689255,14.05938139974994,26.76527171658776,Yes,No,Divorced,5.082760002623896,0.9673977136364998,4494,91
1487.1214586139004,Finance,Female,16.61379120357811,PhD,Intern,1716.0996567573372,0.005992534446386197,0.4888861796292989,5.137166181230318,2.02659917996968,4.051656061647677,1.721127143269973,0.006946971149212604,46.38830203836851,Yes,Yes,Single,1.0245450178347428,0.005583526558324206,4495,95
1871.5776240818432,Sales,Male,24.139819471406664,PhD,Executive,4429.317664225261,11.789661476186902,8.697809454041854,4.003275621473729,0.915459007884937,2.9813136567376306,0.0646006564761575,3.7906017902192897,2.142508266381834,Yes,Yes,Married,7.9284760503675535,3.058769846239906,4496,92
3034.265515811022,Marketing,Non-binary,47.84467491671,PhD,Executive,4207.658063603646,22.099432572899218,16.93218496952477,2.0690811042389305,4.008545558303493,1.0151395936425944,4.510794018258038,5.158664003259288,1.6199701710664334,Yes,No,Widowed,8.937479866150788,-0.0816486020041035,4497,92
1338.332760560058,Finance,Non-binary,17.485526300209045,Bachelor's Degree,Intern,1278.937795212716,0.24680341221802288,0.033756572790754946,2.0710914064488968,2.03912316554283,2.034003582466292,3.6934530024983534,-0.03393858540716351,34.493498280195396,No,No,Single,1.236941379370991,0.02360668457167405,4498,95
2242.0796867641748,Sales,Female,48.756523921691006,High School,Manager,10865.289412297538,29.33349531852531,8.995059438105566,2.922303931757199,1.0059372998930907,4.873134868248253,20.20110557091259,4.58794085472971,18.138546268987323,Yes,No,Divorced,2.8230568648994967,1.0007744936180818,4499,81
3294.2250739275205,HR,Prefer not to say,22.205570850067048,Bachelor's Degree,Intern,1653.7607302182112,0.13523916187218069,0.4346375180693654,1.0008433959556964,5.122467819389423,5.0008216942551496,-0.8192365088756579,-0.43932478085395427,31.824112170495244,Yes,Yes,Single,1.1213338075240917,-0.05298114392933713,4500,95
4035.0571175738874,Finance,Prefer not to say,58.68690452558537,PhD,Analyst,3634.2728920401637,13.485030805678946,18.397494902633902,2.0196072700736467,1.0677762087877745,5.008091478538385,51.35837727621581,0.0017637671461929285,22.6127808230047,No,Yes,Divorced,6.864843133256741,3.010616539513042,4501,92
2625.1209283236662,Marketing,Non-binary,39.56158223727449,Associate's Degree,Manager,12031.389631455108,-0.08134799005975679,6.595024927009071,4.97999958891568,1.9525991147050188,3.9716490337558175,48.12326941307531,8.59050950105225,6.70061707740696,No,No,Widowed,4.17322228949481,0.059393944478151973,4502,72
1592.4124215642846,HR,Male,19.91990142016432,High School,Intern,1239.0167939184344,1.0299040157693138,-0.20772508593234795,1.0354365635705272,3.935609895880398,4.968687094149053,2.182540058469919,0.4408541375086417,42.33044794326927,Yes,No,Single,1.08976949889913,-0.00038205145588210713,4503,95
3262.1828514216745,Sales,Non-binary,26.22009842883402,Master's Degree,Analyst,4915.7717808920925,32.420149463893424,13.964914002781661,4.036629274241249,5.0496858400287605,5.229864686771109,53.62230697121548,6.132597554710732,24.572212587433537,Yes,No,Widowed,5.942731145239006,0.11800364683220387,4504,91
3783.801931094268,Finance,Prefer not to say,53.59494315697467,Associate's Degree,Executive,4137.643714753144,25.878659623036555,14.458623819442924,4.065026289396042,3.0575907073562045,5.074864926318514,100.6215606059221,12.104278738118913,20.71055209950378,No,Yes,Divorced,8.754002978868892,0.05185436080923159,4505,92
4064.8834300561734,Sales,Male,41.16140111448178,High School,Manager,8762.92196366594,12.114262627291538,11.210224869606726,4.96451401520115,4.050917177817997,2.873161411200871,69.99103220905106,7.639195336585291,28.765123301835906,Yes,Yes,Married,4.905618467851164,-0.0068764931079675455,4506,85
2150.988758932286,Finance,Female,42.03271463634536,Master's Degree,Executive,3484.5471861531587,37.555465135983376,8.678409203242387,5.037249026706655,1.030265861409614,4.097903192648649,70.28412796506372,8.816953642666741,46.90969755108684,No,Yes,Divorced,2.073210442567923,3.0669654947687697,4507,92
1866.0264684948393,Sales,Male,17.261454816153368,PhD,Intern,1253.9289417461391,0.03326988558576175,0.3258142964005668,1.0946055178470853,1.0626696832934523,4.036273153471258,-2.3821720121942773,-0.04621150340269846,39.351582176002836,Yes,Yes,Single,0.8983893374831549,-0.0500241424222609,4508,95
2413.223795788245,Marketing,Female,59.161511930797,PhD,Executive,2171.894101958901,4.944047634410414,-0.5346195918936977,2.053819591998639,2.9136197586680974,0.9959191311458833,8.271149685035887,8.310332922852036,38.46608463926703,Yes,No,Divorced,8.99374883902789,1.9271114388008905,4509,94
2200.454435277387,Sales,Female,32.5857447847252,Bachelor's Degree,Team Lead,5337.595863554819,11.954823480171132,11.23182654842208,3.0438332333810334,0.9366782511216486,2.94919615917478,67.41715706774336,12.211263610393722,37.69654050052891,Yes,No,Divorced,2.095348026787323,2.9624282032537255,4510,90
3619.1953371053187,IT,Male,59.66727202603281,PhD,Team Lead,8288.880323264037,22.34218904063636,14.476093913068299,1.007582083930743,1.075039255931049,2.8782934675112477,44.3848363192761,7.11690695397632,43.93294718646218,No,Yes,Divorced,7.155820129143494,0.005478147394593962,4511,86
3385.550560289367,IT,Female,47.30848467789216,Master's Degree,Analyst,3361.9714242315454,30.381651652074563,7.940260201163633,1.0147522212721631,0.985955773610469,1.0745027879632358,30.01358604735305,13.19430931188483,26.48558489594057,No,Yes,Single,7.037584738872719,0.01981352339425166,4512,93
1547.385820185844,Sales,Male,60.454126143743046,Bachelor's Degree,Team Lead,7375.629629445049,26.537027758298134,3.043451390872737,1.9811845747089567,4.021397280554601,5.103296399092809,96.86957035044863,5.903648172271843,27.02778661424813,Yes,Yes,Divorced,9.152526215089228,0.9642925112304638,4513,87
2060.324619561864,IT,Non-binary,46.647893865938514,Master's Degree,Manager,7763.547481347101,21.243088524216304,3.831685086068947,5.11130763560955,1.967058118159851,2.9746966234112233,18.14734661484015,3.131313081548878,45.643985745362926,Yes,No,Single,4.955363471523745,0.048572146367295545,4514,87
3008.238825136438,Marketing,Non-binary,47.01271283539989,PhD,Executive,4395.927339666368,21.774792492997392,16.750035887656114,1.8455027025104203,3.896536818846152,0.8518950592388744,1.415062184233089,4.892929102297094,2.5458799818798497,Yes,No,Widowed,9.092087725331451,0.05413202578948061,4515,92
2348.526235433106,HR,Prefer not to say,58.87299575256021,PhD,Team Lead,8633.697045119208,7.389738342345245,1.1158846923677954,0.8998273536109109,4.9171983732537194,4.001121070309115,64.76968426449093,4.91448593232116,48.0856918957446,No,No,Married,4.105448992256461,0.0017197798279155823,4516,85
1456.2655421032268,Sales,Male,36.85499531903999,Associate's Degree,Team Lead,5577.999223252805,3.429567137989411,15.07611153532936,2.0376931386910755,1.994206596673425,1.0258042417695161,73.60989790228756,7.784944644980076,12.20584570035405,Yes,No,Single,0.9920021069554396,3.019476510418647,4517,90
2397.872123882017,IT,Non-binary,28.427595074987085,High School,Team Lead,9263.352590638455,14.279713437932791,13.404400818750643,1.0066346488837148,3.0369484139016323,4.993656860902209,81.18098625919906,12.895683103859856,37.660640260339264,No,Yes,Divorced,3.8809925053916334,-0.0272684368167099,4518,84
3793.623665935848,Marketing,Female,27.74190338145191,Associate's Degree,Analyst,4825.851904340161,27.389198037459796,0.5013985174252142,4.935308870392643,0.9547422738693829,3.9814203888520177,77.419532831976,2.82797373173343,7.669200951292001,No,No,Divorced,1.0056592497028534,0.07553526162121542,4519,91
4340.127107814684,Marketing,Prefer not to say,58.9997162574019,Bachelor's Degree,Team Lead,9162.222037270685,10.512129146457715,-0.1528042240934371,3.9960416092350712,2.890052231943988,1.0276289105898206,36.293422575907634,8.046554848313543,22.943739014910303,Yes,Yes,Single,8.885817305763492,0.009435093574678512,4520,84
4400.847855477559,HR,Female,56.79737037394906,Bachelor's Degree,Manager,11340.9986769748,1.9335859013867012,15.058535838655029,1.8994295079570003,4.992309946498775,1.0431197183516405,25.403563907537173,7.138774954938727,45.30069260781104,Yes,Yes,Widowed,3.048459319440252,2.046085230725444,4521,77
1615.626839496238,Marketing,Female,54.92491405289709,Associate's Degree,Analyst,4544.921746911183,34.832694558696794,18.208546607392623,0.9667052778310785,2.9163279306212506,4.122405251935324,102.42353391570403,10.05701147909934,20.56876658918279,No,No,Single,3.003823327491824,2.9931905388651896,4522,91
3858.626094672392,Sales,Female,27.24334818300153,PhD,Team Lead,6369.471267302466,5.897324032417792,2.9741758090946995,4.989551328592093,0.9812805542758016,3.982987046864973,26.51305010218536,1.7267204842270916,37.712211153618384,Yes,No,Widowed,8.202859104613834,2.9429205000548517,4523,89
2510.9408692904553,Sales,Non-binary,22.885225403284633,Associate's Degree,Intern,1657.2823249283774,0.18901973316188422,-0.01842461222536552,5.029740053060728,3.936312201362187,3.9565888070901645,0.9373511945087508,0.09226037704166885,40.44186549982449,No,No,Single,0.862565602714111,0.07915883960593052,4524,95
4366.700231026564,HR,Non-binary,22.113249183443212,PhD,Intern,1569.7729324657616,-0.5659348300041919,0.09438784310136278,5.075895431281346,4.995022143578301,1.9865587947823409,-0.25712145420096144,-0.005552241190067793,15.204101920044145,No,No,Single,0.840182984762952,0.03475962252070048,4525,95
2044.8108758583874,Sales,Male,22.967655277388122,Bachelor's Degree,Executive,4920.606291311969,22.158716549045028,7.355614530572194,3.0341287854186003,2.887673404833545,2.0056652583168533,42.54611728045382,6.260071746106732,21.09276658283182,Yes,No,Married,6.006647618679635,0.0331175069451221,4526,91
2306.4229698218915,Sales,Female,48.373343362558465,Bachelor's Degree,Team Lead,8692.605598865537,18.444824448985976,9.941379003853498,2.9723471741614556,5.016179649227357,2.0141899699351753,65.13967811757277,0.8330906655998368,41.67978618864525,No,Yes,Widowed,5.279212529463567,0.038197027776454215,4527,85
1187.2741225709358,Sales,Non-binary,27.145767587625603,High School,Team Lead,9658.878220653552,7.853588610925563,13.940663744805072,4.997211603888716,3.96010691475603,2.9146091283872306,39.3919697901605,9.378664196256299,4.2637576681750735,No,Yes,Single,6.964711788971571,-0.026868632432899848,4528,84
1121.0773584228582,Finance,Prefer not to say,26.218149015394715,Master's Degree,Manager,11169.304671226311,19.164675774021752,2.1247817373963365,2.0938415045590535,2.06076764040768,0.9554045334426404,10.57277306705481,12.077989652898019,8.447315508811657,Yes,No,Married,7.888239136367407,0.13831533749311992,4529,80
1654.4387987092764,HR,Male,28.24907089229417,PhD,Manager,11956.49292059007,2.9239219790802684,11.240184953477508,5.01025067822633,4.102382288990415,3.8500143063748435,81.08028707911576,10.174896334905593,12.145210599615062,No,No,Single,7.963764749295472,0.9687922636619184,4530,72
2361.414217006234,HR,Male,57.88479715119592,Master's Degree,Team Lead,8875.550862574517,9.79259457612748,5.254693565945059,5.032351553304347,2.9518139248646396,4.916153068466068,92.11424254940168,8.622882120788502,40.8060743577223,Yes,No,Divorced,4.042870121836979,2.019103619012689,4531,85
3849.2938313760005,Finance,Prefer not to say,49.80922235731448,Associate's Degree,Analyst,3294.6149614076926,6.356255778904005,13.690189056945615,3.9909899235914605,0.9250452619045197,4.965066169824077,51.24917579919206,12.004961920199728,15.406743967602164,Yes,No,Widowed,0.8545989349855481,0.019195684467394176,4532,93
2021.8001928666968,Marketing,Non-binary,22.75204595448488,Bachelor's Degree,Analyst,4620.587422475448,29.51958211425848,5.294668878604485,5.080323382332332,4.989805403349985,5.084331107603959,82.15236053124434,11.957722646882736,19.801688125383645,No,Yes,Single,8.138640936120158,1.943029682145964,4533,91
1625.026235609999,Marketing,Non-binary,49.254748574162996,PhD,Manager,11615.653544752928,28.966942927927192,0.8761050396754285,4.035625289137625,2.1418853573912746,1.0883115581687235,73.74831563598345,5.306072419065883,27.370219354615685,No,No,Single,7.128716194854122,2.98432925745295,4534,76
1805.4011613177745,HR,Male,56.29869396245377,PhD,Executive,4591.465006880034,15.633612552688449,-0.31098855557990174,2.050037160051982,5.011864073773866,1.0324565409989839,56.055847819472525,10.203308453276989,5.658238691340683,Yes,No,Widowed,6.894866981145755,-0.07178514700056482,4535,91
1625.2192908444756,IT,Prefer not to say,33.227089838440975,Bachelor's Degree,Team Lead,5057.495747002117,14.572359198730519,16.79895275884486,1.0329474638303926,1.9557456731935268,4.936195782391879,89.54207485155341,9.911425225842407,32.101316579942086,No,Yes,Single,8.118207369703928,-9.223959817492808e-05,4536,90
1111.0292192744776,HR,Non-binary,33.245684699055495,Associate's Degree,Executive,2823.3422254275292,17.20803139713196,3.9583555963857644,4.985933345812301,1.1658299696821324,0.8383008451909079,12.319155329744508,0.8310581408739403,38.51643709282399,Yes,Yes,Single,2.8897072450486663,2.024060366554086,4537,93
1951.1356403989762,Finance,Non-binary,46.46711250385392,PhD,Team Lead,6079.268390875547,7.243553186539285,15.219221357012115,2.061727298347245,3.9888443374736475,4.053235794766477,55.51316663563236,11.077767517784256,33.06470627570495,No,Yes,Divorced,8.953834745706747,0.9268570804927079,4538,89
